Date,Restaurant_Food,Actual_Units_Sold,Predicted_Units_Sold
2023-04-05,R3_Tomato Soup (continental),68,80.99783
2023-04-06,R3_Tomato Soup (continental),84,86.72593
2023-04-07,R3_Tomato Soup (continental),72,74.47864
2023-04-08,R3_Tomato Soup (continental),71,81.969666
2023-04-09,R3_Tomato Soup (continental),87,76.62341
2023-04-10,R3_Tomato Soup (continental),73,73.24838
2023-04-11,R3_Tomato Soup (continental),72,73.419846
2023-04-12,R3_Tomato Soup (continental),103,102.07217
2023-04-13,R3_Tomato Soup (continental),69,88.759224
2023-04-14,R3_Tomato Soup (continental),89,78.698586
2023-04-15,R3_Tomato Soup (continental),87,84.01241
2023-04-16,R3_Tomato Soup (continental),83,90.92074
2023-04-17,R3_Tomato Soup (continental),68,80.96414
2023-04-18,R3_Tomato Soup (continental),76,89.67161
2023-04-19,R3_Tomato Soup (continental),68,79.94605
2023-04-20,R3_Tomato Soup (continental),71,75.08318
2023-04-21,R3_Tomato Soup (continental),97,97.612015
2023-04-22,R3_Tomato Soup (continental),135,125.57085
2023-04-23,R3_Tomato Soup (continental),155,139.60805
2023-04-24,R3_Tomato Soup (continental),90,95.98608
2023-04-25,R3_Tomato Soup (continental),125,158.38553
2023-04-26,R3_Tomato Soup (continental),67,98.75476
2023-04-27,R3_Tomato Soup (continental),75,96.141045
2023-04-28,R3_Tomato Soup (continental),54,91.93961
2023-04-29,R3_Tomato Soup (continental),89,87.87972
2023-04-30,R3_Tomato Soup (continental),110,115.12247
2023-05-01,R3_Tomato Soup (continental),75,84.882805
2023-05-02,R3_Tomato Soup (continental),80,77.70854
2023-05-03,R3_Tomato Soup (continental),83,76.170204
2023-05-04,R3_Tomato Soup (continental),68,81.9641
2023-05-05,R3_Tomato Soup (continental),82,77.84837
2023-05-06,R3_Tomato Soup (continental),109,110.569145
2023-05-07,R3_Tomato Soup (continental),74,90.608315
2023-05-08,R3_Tomato Soup (continental),53,76.25909
2023-05-09,R3_Tomato Soup (continental),73,71.50975
2023-05-10,R3_Tomato Soup (continental),91,88.02052
2023-05-11,R3_Tomato Soup (continental),86,80.74413
2023-05-12,R3_Tomato Soup (continental),75,81.18256
2023-05-13,R3_Tomato Soup (continental),52,82.343765
2023-05-14,R3_Tomato Soup (continental),105,93.02258
2023-05-15,R3_Tomato Soup (continental),66,71.85684
2023-05-16,R3_Tomato Soup (continental),73,72.43994
2023-05-17,R3_Tomato Soup (continental),69,78.75207
2023-05-18,R3_Tomato Soup (continental),77,76.014786
2023-05-19,R3_Tomato Soup (continental),74,74.5839
2023-05-20,R3_Tomato Soup (continental),87,81.444405
2023-05-21,R3_Tomato Soup (continental),109,108.54307
2023-05-22,R3_Tomato Soup (continental),66,74.3307
2023-05-23,R3_Tomato Soup (continental),114,98.75918
2023-05-24,R3_Tomato Soup (continental),80,90.0348
2023-05-25,R3_Tomato Soup (continental),82,88.89766
2023-05-26,R3_Tomato Soup (continental),96,92.42296
2023-05-27,R3_Tomato Soup (continental),91,102.22136
2023-05-28,R3_Tomato Soup (continental),87,104.913635
2023-05-29,R3_Tomato Soup (continental),79,90.96432
2023-05-30,R3_Tomato Soup (continental),86,84.50164
2023-05-31,R3_Tomato Soup (continental),79,88.436295
2023-06-01,R3_Tomato Soup (continental),61,81.95059
2023-06-02,R3_Tomato Soup (continental),74,73.77485
2023-06-03,R3_Tomato Soup (continental),76,82.298744
2023-06-04,R3_Tomato Soup (continental),96,103.809265
2023-06-05,R3_Tomato Soup (continental),109,89.54153
2023-06-06,R3_Tomato Soup (continental),80,70.31177
2023-06-07,R3_Tomato Soup (continental),62,78.07889
2023-06-08,R3_Tomato Soup (continental),69,76.9658
2023-06-09,R3_Tomato Soup (continental),90,91.098625
2023-06-10,R3_Tomato Soup (continental),95,92.09032
2023-06-11,R3_Tomato Soup (continental),84,84.557144
2023-06-12,R3_Tomato Soup (continental),84,78.8061
2023-06-13,R3_Tomato Soup (continental),84,76.19465
2023-06-14,R3_Tomato Soup (continental),75,81.54465
2023-06-15,R3_Tomato Soup (continental),98,95.552666
2023-06-16,R3_Tomato Soup (continental),92,102.40779
2023-06-17,R3_Tomato Soup (continental),97,91.18589
2023-06-18,R3_Tomato Soup (continental),82,86.212944
2023-06-19,R3_Tomato Soup (continental),72,82.07021
2023-06-20,R3_Tomato Soup (continental),77,81.81466
2023-06-21,R3_Tomato Soup (continental),69,85.463844
2023-06-22,R3_Tomato Soup (continental),88,87.44999
2023-06-23,R3_Tomato Soup (continental),86,87.18601
2023-06-24,R3_Tomato Soup (continental),114,111.46637
2023-06-25,R3_Tomato Soup (continental),99,98.576836
2023-06-26,R3_Tomato Soup (continental),62,91.202225
2023-06-27,R3_Tomato Soup (continental),99,87.840065
2023-06-28,R3_Tomato Soup (continental),93,96.9786
2023-06-29,R3_Tomato Soup (continental),82,100.05008
2023-06-30,R3_Tomato Soup (continental),73,99.50135
2023-07-01,R3_Tomato Soup (continental),107,88.01479
2023-07-02,R3_Tomato Soup (continental),106,85.833755
2023-07-03,R3_Tomato Soup (continental),99,83.411575
2023-07-04,R3_Tomato Soup (continental),103,85.84175
2023-07-05,R3_Tomato Soup (continental),85,84.70202
2023-07-06,R3_Tomato Soup (continental),96,92.09933
2023-07-07,R3_Tomato Soup (continental),94,88.8669
2023-07-08,R3_Tomato Soup (continental),105,120.06997
2023-07-09,R3_Tomato Soup (continental),102,93.93656
2023-07-10,R3_Tomato Soup (continental),76,84.08419
2023-07-11,R3_Tomato Soup (continental),72,87.75205
2023-07-12,R3_Tomato Soup (continental),105,89.67741
2023-07-13,R3_Tomato Soup (continental),91,80.25752
2023-07-14,R3_Tomato Soup (continental),95,96.728714
2023-07-15,R3_Tomato Soup (continental),129,122.26112
2023-07-16,R3_Tomato Soup (continental),114,99.825035
2023-07-17,R3_Tomato Soup (continental),102,98.34903
2023-07-18,R3_Tomato Soup (continental),85,101.74519
2023-07-19,R3_Tomato Soup (continental),133,123.155525
2023-07-20,R3_Tomato Soup (continental),78,100.01627
2023-07-21,R3_Tomato Soup (continental),119,110.73206
2023-07-22,R3_Tomato Soup (continental),98,105.87732
2023-07-23,R3_Tomato Soup (continental),102,101.813225
2023-07-24,R3_Tomato Soup (continental),102,89.48569
2023-07-25,R3_Tomato Soup (continental),98,109.862526
2023-07-26,R3_Tomato Soup (continental),111,108.24941
2023-07-27,R3_Tomato Soup (continental),86,90.73008
2023-07-28,R3_Tomato Soup (continental),91,94.342926
2023-07-29,R3_Tomato Soup (continental),98,94.15893
2023-07-30,R3_Tomato Soup (continental),84,88.551155
2023-07-31,R3_Tomato Soup (continental),84,91.92576
2023-08-01,R3_Tomato Soup (continental),73,85.00353
2023-08-02,R3_Tomato Soup (continental),92,81.36484
2023-08-03,R3_Tomato Soup (continental),142,119.40968
2023-08-04,R3_Tomato Soup (continental),85,84.19671
2023-08-05,R3_Tomato Soup (continental),150,154.17351
2023-08-06,R3_Tomato Soup (continental),99,101.6448
2023-08-07,R3_Tomato Soup (continental),103,99.36146
2023-08-08,R3_Tomato Soup (continental),89,102.33209
2023-08-09,R3_Tomato Soup (continental),98,100.661285
2023-08-10,R3_Tomato Soup (continental),92,100.79619
2023-08-11,R3_Tomato Soup (continental),133,101.55942
2023-08-12,R3_Tomato Soup (continental),87,100.051216
2023-08-13,R3_Tomato Soup (continental),144,97.989456
2023-08-14,R3_Tomato Soup (continental),94,99.53511
2023-08-15,R3_Tomato Soup (continental),82,97.810196
2023-08-16,R3_Tomato Soup (continental),115,106.71539
2023-08-17,R3_Tomato Soup (continental),105,111.99568
2023-08-18,R3_Tomato Soup (continental),155,138.67393
2023-08-19,R3_Tomato Soup (continental),114,98.97638
2023-08-20,R3_Tomato Soup (continental),78,110.65955
2023-08-21,R3_Tomato Soup (continental),106,114.599045
2023-08-22,R3_Tomato Soup (continental),102,114.25764
2023-08-23,R3_Tomato Soup (continental),68,100.16899
2023-08-24,R3_Tomato Soup (continental),104,90.79685
2023-08-25,R3_Tomato Soup (continental),112,95.75589
2023-08-26,R3_Tomato Soup (continental),99,86.936844
2023-08-27,R3_Tomato Soup (continental),122,93.08988
2023-08-28,R3_Tomato Soup (continental),99,91.90972
2023-08-29,R3_Tomato Soup (continental),93,92.32815
2023-08-30,R3_Tomato Soup (continental),77,87.982185
2023-08-31,R3_Tomato Soup (continental),99,88.573616
2023-09-01,R3_Tomato Soup (continental),102,92.424126
2023-09-02,R3_Tomato Soup (continental),104,94.46536
2023-09-03,R3_Tomato Soup (continental),73,85.80254
2023-09-04,R3_Tomato Soup (continental),95,84.40989
2023-09-05,R3_Tomato Soup (continental),99,86.88329
2023-09-06,R3_Tomato Soup (continental),80,79.414604
2023-09-07,R3_Tomato Soup (continental),79,83.630005
2023-09-08,R3_Tomato Soup (continental),94,84.81828
2023-09-09,R3_Tomato Soup (continental),93,88.8867
2023-09-10,R3_Tomato Soup (continental),80,91.32754
2023-09-11,R3_Tomato Soup (continental),93,80.75835
2023-09-12,R3_Tomato Soup (continental),93,79.4584
2023-09-13,R3_Tomato Soup (continental),87,86.42486
2023-09-14,R3_Tomato Soup (continental),100,87.16879
2023-09-15,R3_Tomato Soup (continental),97,83.94715
2023-09-16,R3_Tomato Soup (continental),120,125.38071
2023-09-17,R3_Tomato Soup (continental),124,92.89527
2023-09-18,R3_Tomato Soup (continental),88,87.72074
2023-09-19,R3_Tomato Soup (continental),102,110.573494
2023-09-20,R3_Tomato Soup (continental),94,90.156715
2023-09-21,R3_Tomato Soup (continental),133,115.79569
2023-09-22,R3_Tomato Soup (continental),107,96.13679
2023-09-23,R3_Tomato Soup (continental),117,106.93377
2023-09-24,R3_Tomato Soup (continental),102,104.1897
2023-09-25,R3_Tomato Soup (continental),113,115.72621
2023-09-26,R3_Tomato Soup (continental),81,97.21832
2023-09-27,R3_Tomato Soup (continental),97,113.082634
2023-09-28,R3_Tomato Soup (continental),93,98.17666
2023-09-29,R3_Tomato Soup (continental),98,89.94822
2023-09-30,R3_Tomato Soup (continental),100,91.83897
2023-10-01,R3_Tomato Soup (continental),84,91.43982
2023-10-02,R3_Tomato Soup (continental),69,82.118706
2023-10-03,R3_Tomato Soup (continental),75,78.97478
2023-10-04,R3_Tomato Soup (continental),87,99.124084
2023-10-05,R3_Tomato Soup (continental),64,86.07881
2023-10-06,R3_Tomato Soup (continental),68,74.49375
2023-10-07,R3_Tomato Soup (continental),122,103.46775
2023-10-08,R3_Tomato Soup (continental),87,71.75744
2023-10-09,R3_Tomato Soup (continental),89,73.12374
2023-10-10,R3_Tomato Soup (continental),77,76.25733
2023-10-11,R3_Tomato Soup (continental),66,80.20479
2023-10-12,R3_Tomato Soup (continental),96,90.9659
2023-10-13,R3_Tomato Soup (continental),91,97.46117
2023-10-14,R3_Tomato Soup (continental),90,82.15954
2023-10-15,R3_Tomato Soup (continental),114,111.82578
2023-10-16,R3_Tomato Soup (continental),85,93.69443
2023-10-17,R3_Tomato Soup (continental),64,80.547745
2023-10-18,R3_Tomato Soup (continental),85,78.70293
2023-10-19,R3_Tomato Soup (continental),84,81.61614
2023-10-20,R3_Tomato Soup (continental),94,95.79562
2023-10-21,R3_Tomato Soup (continental),73,85.73901
2023-10-22,R3_Tomato Soup (continental),87,103.55158
2023-10-23,R3_Tomato Soup (continental),75,76.41418
2023-10-24,R3_Tomato Soup (continental),73,72.66394
2023-10-25,R3_Tomato Soup (continental),55,71.86908
2023-10-26,R3_Tomato Soup (continental),60,67.88795
2023-10-27,R3_Tomato Soup (continental),98,84.32014
2023-10-28,R3_Tomato Soup (continental),88,75.46516
2023-10-29,R3_Tomato Soup (continental),117,103.284164
2023-10-30,R3_Tomato Soup (continental),90,84.40083
2023-10-31,R3_Tomato Soup (continental),62,70.568565
2023-11-01,R3_Tomato Soup (continental),74,72.805244
2023-11-02,R3_Tomato Soup (continental),73,82.288086
2023-11-03,R3_Tomato Soup (continental),85,78.69464
2023-11-04,R3_Tomato Soup (continental),108,107.863205
2023-11-05,R3_Tomato Soup (continental),113,125.30387
2023-11-06,R3_Tomato Soup (continental),63,74.130104
2023-11-07,R3_Tomato Soup (continental),78,72.43919
2023-11-08,R3_Tomato Soup (continental),88,75.8388
2023-11-09,R3_Tomato Soup (continental),79,79.38218
2023-11-10,R3_Tomato Soup (continental),94,80.02561
2023-11-11,R3_Tomato Soup (continental),72,80.30483
2023-11-12,R3_Tomato Soup (continental),65,80.53953
2023-11-13,R3_Tomato Soup (continental),66,65.00921
2023-11-14,R3_Tomato Soup (continental),76,64.62318
2023-11-15,R3_Tomato Soup (continental),69,82.56113
2023-11-16,R3_Tomato Soup (continental),73,62.989136
2023-11-17,R3_Tomato Soup (continental),96,85.88876
2023-11-18,R3_Tomato Soup (continental),69,74.3411
2023-11-19,R3_Tomato Soup (continental),90,79.81027
2023-11-20,R3_Tomato Soup (continental),88,68.93058
2023-11-21,R3_Tomato Soup (continental),80,87.01065
2023-11-22,R3_Tomato Soup (continental),69,86.780655
2023-11-23,R3_Tomato Soup (continental),84,73.39628
2023-11-24,R3_Tomato Soup (continental),84,108.83915
2023-11-25,R3_Tomato Soup (continental),74,80.56115
2023-11-26,R3_Tomato Soup (continental),97,96.612175
2023-11-27,R3_Tomato Soup (continental),73,73.506065
2023-11-28,R3_Tomato Soup (continental),94,84.74108
2023-11-29,R3_Tomato Soup (continental),119,103.23983
2023-11-30,R3_Tomato Soup (continental),65,78.235664
2023-12-01,R3_Tomato Soup (continental),105,88.037346
2023-12-02,R3_Tomato Soup (continental),99,94.81467
2023-12-03,R3_Tomato Soup (continental),108,92.09278
2023-12-04,R3_Tomato Soup (continental),96,92.802826
2023-12-05,R3_Tomato Soup (continental),63,95.706215
2023-12-06,R3_Tomato Soup (continental),87,92.560616
2023-12-07,R3_Tomato Soup (continental),78,90.53717
2023-12-08,R3_Tomato Soup (continental),122,109.46914
2023-12-09,R3_Tomato Soup (continental),100,95.71348
2023-12-10,R3_Tomato Soup (continental),130,125.001854
2023-12-11,R3_Tomato Soup (continental),116,111.1052
2023-12-12,R3_Tomato Soup (continental),93,93.42492
2023-12-13,R3_Tomato Soup (continental),147,165.10765
2023-12-14,R3_Tomato Soup (continental),89,109.21555
2023-12-15,R3_Tomato Soup (continental),84,109.36194
2023-12-16,R3_Tomato Soup (continental),103,136.55576
2023-12-17,R3_Tomato Soup (continental),100,113.5165
2023-12-18,R3_Tomato Soup (continental),94,103.832596
2023-12-19,R3_Tomato Soup (continental),80,103.712135
2023-12-20,R3_Tomato Soup (continental),80,92.61248
2023-12-21,R3_Tomato Soup (continental),98,92.32448
2023-12-22,R3_Tomato Soup (continental),78,94.20297
2023-12-23,R3_Tomato Soup (continental),87,90.41433
2023-12-24,R3_Tomato Soup (continental),138,108.76332
2023-12-25,R3_Tomato Soup (continental),112,109.82381
2023-12-26,R3_Tomato Soup (continental),136,130.73203
2023-12-27,R3_Tomato Soup (continental),95,105.452385
2023-12-28,R3_Tomato Soup (continental),93,109.02696
2023-12-29,R3_Tomato Soup (continental),122,125.64396
2023-12-30,R3_Tomato Soup (continental),119,124.44309
2023-12-31,R3_Tomato Soup (continental),104,120.34328
2023-01-01,R3_Upma,111,177.2164
2023-01-02,R3_Upma,88,153.98451
2023-01-03,R3_Upma,80,137.99802
2023-01-04,R3_Upma,145,150.17703
2023-01-05,R3_Upma,122,158.7248
2023-01-06,R3_Upma,117,151.08626
2023-01-07,R3_Upma,147,151.64624
2023-01-08,R3_Upma,117,147.09148
2023-01-09,R3_Upma,91,140.65465
2023-01-10,R3_Upma,98,137.13657
2023-01-11,R3_Upma,114,148.53621
2023-01-12,R3_Upma,106,117.52032
2023-01-13,R3_Upma,166,156.67659
2023-01-14,R3_Upma,170,193.57617
2023-01-15,R3_Upma,160,150.4044
2023-01-16,R3_Upma,108,169.31606
2023-01-17,R3_Upma,152,179.54427
2023-01-18,R3_Upma,128,160.54907
2023-01-19,R3_Upma,101,168.12115
2023-01-20,R3_Upma,138,153.30495
2023-01-21,R3_Upma,117,146.27318
2023-01-22,R3_Upma,120,143.064
2023-01-23,R3_Upma,108,147.42924
2023-01-24,R3_Upma,94,112.74257
2023-01-25,R3_Upma,104,119.977356
2023-01-26,R3_Upma,102,134.30684
2023-01-27,R3_Upma,93,118.87875
2023-01-28,R3_Upma,111,117.07172
2023-01-29,R3_Upma,135,114.45003
2023-01-30,R3_Upma,107,111.00622
2023-01-31,R3_Upma,116,121.06764
2023-02-01,R3_Upma,89,127.61115
2023-02-02,R3_Upma,114,130.13612
2023-02-03,R3_Upma,109,132.73312
2023-02-04,R3_Upma,136,144.73363
2023-02-05,R3_Upma,100,130.43936
2023-02-06,R3_Upma,90,132.21289
2023-02-07,R3_Upma,100,111.57703
2023-02-08,R3_Upma,102,124.855865
2023-02-09,R3_Upma,100,113.44483
2023-02-10,R3_Upma,107,133.61732
2023-02-11,R3_Upma,96,121.67002
2023-02-12,R3_Upma,132,122.08609
2023-02-13,R3_Upma,86,126.1761
2023-02-14,R3_Upma,158,152.46188
2023-02-15,R3_Upma,104,153.32545
2023-02-16,R3_Upma,105,137.80263
2023-02-17,R3_Upma,148,176.65306
2023-02-18,R3_Upma,136,167.4596
2023-02-19,R3_Upma,140,150.93314
2023-02-20,R3_Upma,104,143.03293
2023-02-21,R3_Upma,124,146.38959
2023-02-22,R3_Upma,156,192.53484
2023-02-23,R3_Upma,132,160.14053
2023-02-24,R3_Upma,98,130.87888
2023-02-25,R3_Upma,155,141.60634
2023-02-26,R3_Upma,155,140.21593
2023-02-27,R3_Upma,247,251.5168
2023-02-28,R3_Upma,116,144.94215
2023-03-01,R3_Upma,94,125.82386
2023-03-02,R3_Upma,73,116.46564
2023-03-03,R3_Upma,80,127.84571
2023-03-04,R3_Upma,89,127.610535
2023-03-05,R3_Upma,96,128.40474
2023-03-06,R3_Upma,70,108.50588
2023-03-07,R3_Upma,97,115.3289
2023-03-08,R3_Upma,73,118.199585
2023-03-09,R3_Upma,99,107.173096
2023-03-10,R3_Upma,94,108.18438
2023-03-11,R3_Upma,102,140.79533
2023-03-12,R3_Upma,117,128.14636
2023-03-13,R3_Upma,130,147.09932
2023-03-14,R3_Upma,86,111.32582
2023-03-15,R3_Upma,81,115.41875
2023-03-16,R3_Upma,76,115.18836
2023-03-17,R3_Upma,86,115.78702
2023-03-18,R3_Upma,136,121.24576
2023-03-19,R3_Upma,83,110.5083
2023-03-20,R3_Upma,73,91.47514
2023-03-21,R3_Upma,99,130.18066
2023-03-22,R3_Upma,104,123.911964
2023-03-23,R3_Upma,103,117.99878
2023-03-24,R3_Upma,92,128.59253
2023-03-25,R3_Upma,102,106.20636
2023-03-26,R3_Upma,107,128.15971
2023-03-27,R3_Upma,104,137.80255
2023-03-28,R3_Upma,78,131.72945
2023-03-29,R3_Upma,107,137.21962
2023-03-30,R3_Upma,77,109.230095
2023-03-31,R3_Upma,60,106.16596
2023-04-01,R3_Upma,117,135.19864
2023-04-02,R3_Upma,93,118.84036
2023-04-03,R3_Upma,82,112.716805
2023-04-04,R3_Upma,72,108.91419
2023-04-05,R3_Upma,83,125.94245
2023-04-06,R3_Upma,92,115.35479
2023-04-07,R3_Upma,94,109.061104
2023-04-08,R3_Upma,105,108.43859
2023-04-09,R3_Upma,100,118.79219
2023-04-10,R3_Upma,82,118.43383
2023-04-11,R3_Upma,85,134.44939
2023-04-12,R3_Upma,100,139.11871
2023-04-13,R3_Upma,88,116.26993
2023-04-14,R3_Upma,82,112.6979
2023-04-15,R3_Upma,110,119.04048
2023-04-16,R3_Upma,90,122.398346
2023-04-17,R3_Upma,74,114.984634
2023-04-18,R3_Upma,79,113.19602
2023-04-19,R3_Upma,92,103.13556
2023-04-20,R3_Upma,81,120.67949
2023-04-21,R3_Upma,78,112.82084
2023-04-22,R3_Upma,147,144.61081
2023-04-23,R3_Upma,159,211.52563
2023-04-24,R3_Upma,119,140.81142
2023-04-25,R3_Upma,136,155.3726
2023-04-26,R3_Upma,112,144.27048
2023-04-27,R3_Upma,90,133.12506
2023-04-28,R3_Upma,74,137.42004
2023-04-29,R3_Upma,96,130.06473
2023-04-30,R3_Upma,157,175.67259
2023-05-01,R3_Upma,87,115.886444
2023-05-02,R3_Upma,95,102.43654
2023-05-03,R3_Upma,74,109.230194
2023-05-04,R3_Upma,81,114.247475
2023-05-05,R3_Upma,80,114.14504
2023-05-06,R3_Upma,114,146.54498
2023-05-07,R3_Upma,101,100.34019
2023-05-08,R3_Upma,81,119.40043
2023-05-09,R3_Upma,91,116.78851
2023-05-10,R3_Upma,80,110.07342
2023-05-11,R3_Upma,74,107.75264
2023-05-12,R3_Upma,94,106.098625
2023-05-13,R3_Upma,100,103.12264
2023-05-14,R3_Upma,107,117.68037
2023-05-15,R3_Upma,73,113.19259
2023-05-16,R3_Upma,83,106.057076
2023-05-17,R3_Upma,110,124.20042
2023-05-18,R3_Upma,88,115.55694
2023-05-19,R3_Upma,82,109.72865
2023-05-20,R3_Upma,101,106.97528
2023-05-21,R3_Upma,166,170.34027
2023-05-22,R3_Upma,92,137.59087
2023-05-23,R3_Upma,101,145.51392
2023-05-24,R3_Upma,101,119.538376
2023-05-25,R3_Upma,85,125.88445
2023-05-26,R3_Upma,81,121.83458
2023-05-27,R3_Upma,109,125.528114
2023-05-28,R3_Upma,141,138.0559
2023-05-29,R3_Upma,100,125.93652
2023-05-30,R3_Upma,85,121.41117
2023-05-31,R3_Upma,89,132.6635
2023-06-01,R3_Upma,70,117.60695
2023-06-02,R3_Upma,80,106.86252
2023-06-03,R3_Upma,82,101.08485
2023-06-04,R3_Upma,111,132.1197
2023-06-05,R3_Upma,87,111.574295
2023-06-06,R3_Upma,75,104.6501
2023-06-07,R3_Upma,70,116.77056
2023-06-08,R3_Upma,79,104.38025
2023-06-09,R3_Upma,86,111.34191
2023-06-10,R3_Upma,91,111.78471
2023-06-11,R3_Upma,138,134.3859
2023-06-12,R3_Upma,84,110.99327
2023-06-13,R3_Upma,81,115.29026
2023-06-14,R3_Upma,88,114.517624
2023-06-15,R3_Upma,79,107.89346
2023-06-16,R3_Upma,104,110.57607
2023-06-17,R3_Upma,91,113.82653
2023-06-18,R3_Upma,140,131.75635
2023-06-19,R3_Upma,81,114.06414
2023-06-20,R3_Upma,86,110.10382
2023-06-21,R3_Upma,78,114.11588
2023-06-22,R3_Upma,89,122.210556
2023-06-23,R3_Upma,72,125.36269
2023-06-24,R3_Upma,94,125.64552
2023-06-25,R3_Upma,96,118.87652
2023-06-26,R3_Upma,71,118.45822
2023-06-27,R3_Upma,92,115.153564
2023-06-28,R3_Upma,116,110.740326
2023-06-29,R3_Upma,92,118.67239
2023-06-30,R3_Upma,95,126.21316
2023-07-01,R3_Upma,93,130.40785
2023-07-02,R3_Upma,103,120.16018
2023-07-03,R3_Upma,98,129.87477
2023-07-04,R3_Upma,101,113.964966
2023-07-05,R3_Upma,100,100.09764
2023-07-06,R3_Upma,74,127.10841
2023-07-07,R3_Upma,86,127.70893
2023-07-08,R3_Upma,94,112.59173
2023-07-09,R3_Upma,90,124.527084
2023-07-10,R3_Upma,71,125.40508
2023-07-11,R3_Upma,102,107.08024
2023-07-12,R3_Upma,77,124.06785
2023-07-13,R3_Upma,68,101.723595
2023-07-14,R3_Upma,120,130.49405
2023-07-15,R3_Upma,105,117.80591
2023-07-16,R3_Upma,117,132.20297
2023-07-17,R3_Upma,106,119.35896
2023-07-18,R3_Upma,103,151.21858
2023-07-19,R3_Upma,95,136.9711
2023-07-20,R3_Upma,86,125.261826
2023-07-21,R3_Upma,95,121.873604
2023-07-22,R3_Upma,92,131.85718
2023-07-23,R3_Upma,74,113.39961
2023-07-24,R3_Upma,81,105.48733
2023-07-25,R3_Upma,89,107.073395
2023-07-26,R3_Upma,81,109.56358
2023-07-27,R3_Upma,95,110.36788
2023-07-28,R3_Upma,83,119.982315
2023-07-29,R3_Upma,71,121.23459
2023-07-30,R3_Upma,95,108.213196
2023-07-31,R3_Upma,104,108.28697
2023-08-01,R3_Upma,75,121.37409
2023-08-02,R3_Upma,95,109.15973
2023-08-03,R3_Upma,115,147.87944
2023-08-04,R3_Upma,87,127.135635
2023-08-05,R3_Upma,147,170.27751
2023-08-06,R3_Upma,121,132.86879
2023-08-07,R3_Upma,102,128.59059
2023-08-08,R3_Upma,76,139.02277
2023-08-09,R3_Upma,133,136.26643
2023-08-10,R3_Upma,104,117.51302
2023-08-11,R3_Upma,91,117.607895
2023-08-12,R3_Upma,87,116.28178
2023-08-13,R3_Upma,99,105.55493
2023-08-14,R3_Upma,79,110.335785
2023-08-15,R3_Upma,72,121.555336
2023-08-16,R3_Upma,90,98.22982
2023-08-17,R3_Upma,82,108.78809
2023-08-18,R3_Upma,151,134.37048
2023-08-19,R3_Upma,118,114.89305
2023-08-20,R3_Upma,94,120.6215
2023-08-21,R3_Upma,96,129.84749
2023-08-22,R3_Upma,80,108.23805
2023-08-23,R3_Upma,82,117.79152
2023-08-24,R3_Upma,82,115.36913
2023-08-25,R3_Upma,93,94.35152
2023-08-26,R3_Upma,88,98.03548
2023-08-27,R3_Upma,112,142.81244
2023-08-28,R3_Upma,80,107.23462
2023-08-29,R3_Upma,86,108.5162
2023-08-30,R3_Upma,68,121.4288
2023-08-31,R3_Upma,80,105.65368
2023-09-01,R3_Upma,73,109.4183
2023-09-02,R3_Upma,91,109.78721
2023-09-03,R3_Upma,109,109.96024
2023-09-04,R3_Upma,70,100.88569
2023-09-05,R3_Upma,76,98.03033
2023-09-06,R3_Upma,105,113.28635
2023-09-07,R3_Upma,82,120.0538
2023-09-08,R3_Upma,86,105.098274
2023-09-09,R3_Upma,105,110.37204
2023-09-10,R3_Upma,124,110.76152
2023-09-11,R3_Upma,99,137.99228
2023-09-12,R3_Upma,103,110.92902
2023-09-13,R3_Upma,71,117.99325
2023-09-14,R3_Upma,90,111.40025
2023-09-15,R3_Upma,81,114.85672
2023-09-16,R3_Upma,130,149.24568
2023-09-17,R3_Upma,122,120.27973
2023-09-18,R3_Upma,107,111.07923
2023-09-19,R3_Upma,99,129.4362
2023-09-20,R3_Upma,80,116.631615
2023-09-21,R3_Upma,90,110.424934
2023-09-22,R3_Upma,97,127.82411
2023-09-23,R3_Upma,97,111.59827
2023-09-24,R3_Upma,98,99.425865
2023-09-25,R3_Upma,87,114.01457
2023-09-26,R3_Upma,81,109.5628
2023-09-27,R3_Upma,79,111.79939
2023-09-28,R3_Upma,102,125.8492
2023-09-29,R3_Upma,79,107.799126
2023-09-30,R3_Upma,118,105.44069
2023-10-01,R3_Upma,94,116.92067
2023-10-02,R3_Upma,76,108.25626
2023-10-03,R3_Upma,73,120.614655
2023-10-04,R3_Upma,95,101.414734
2023-10-05,R3_Upma,80,111.81733
2023-10-06,R3_Upma,110,131.59529
2023-10-07,R3_Upma,139,155.58086
2023-10-08,R3_Upma,91,116.56774
2023-10-09,R3_Upma,74,128.37993
2023-10-10,R3_Upma,83,106.28418
2023-10-11,R3_Upma,84,142.61197
2023-10-12,R3_Upma,89,124.64124
2023-10-13,R3_Upma,93,90.26299
2023-10-14,R3_Upma,145,118.94696
2023-10-15,R3_Upma,123,176.24892
2023-10-16,R3_Upma,93,127.50873
2023-10-17,R3_Upma,98,114.49313
2023-10-18,R3_Upma,98,116.63676
2023-10-19,R3_Upma,86,135.28696
2023-10-20,R3_Upma,73,131.01146
2023-10-21,R3_Upma,93,111.90561
2023-10-22,R3_Upma,121,123.5088
2023-10-23,R3_Upma,82,110.91792
2023-10-24,R3_Upma,84,103.523575
2023-10-25,R3_Upma,92,122.283615
2023-10-26,R3_Upma,81,111.03578
2023-10-27,R3_Upma,89,107.30459
2023-10-28,R3_Upma,105,113.779236
2023-10-29,R3_Upma,169,182.7161
2023-10-30,R3_Upma,115,131.14032
